FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,Notes
"LA, East Baton Rouge Parish",1999-2024,22033,Human infections and non-human activity,283,169,29,
"LA, East Carroll Parish",1999-2024,22035,Non-human activity,0,0,0,
"LA, East Feliciana Parish",1999-2024,22037,Human infections and non-human activity,20,10,0,
"LA, Evangeline Parish",1999-2024,22039,Human infections and non-human activity,5,5,0,
"LA, Franklin Parish",1999-2024,22041,Human infections and non-human activity,15,11,0,
"LA, Grant Parish",1999-2024,22043,Human infections and non-human activity,6,6,2,
"LA, Iberia Parish",1999-2024,22045,Human infections and non-human activity,17,13,3,
"LA, Iberville Parish",1999-2024,22047,Human infections and non-human activity,21,8,2,
"LA, Jackson Parish",1999-2024,22049,Human infections and non-human activity,2,0,0,
"LA, Jefferson Parish",1999-2024,22051,Human infections and non-human activity,96,65,6,
"LA, Jefferson Davis Parish",1999-2024,22053,Human infections and non-human activity,10,7,0,
"LA, Lafayette Parish",1999-2024,22055,Human infections and non-human activity,41,32,4,
"LA, Lafourche Parish",1999-2024,22057,Human infections and non-human activity,25,18,6,
"LA, La Salle Parish",1999-2024,22059,Human infections and non-human activity,3,1,0,
"LA, Lincoln Parish",1999-2024,22061,Human infections and non-human activity,10,8,1,
"LA, Livingston Parish",1999-2024,22063,Human infections and non-human activity,121,71,13,
"LA, Madison Parish",1999-2024,22065,Human infections and non-human activity,3,3,0,
"LA, Morehouse Parish",1999-2024,22067,Human infections and non-human activity,14,12,0,
"LA, Natchitoches Parish",1999-2024,22069,Human infections and non-human activity,9,5,3,
"LA, Orleans Parish",1999-2024,22071,Human infections and non-human activity,90,50,4,
"LA, Ouachita Parish",1999-2024,22073,Human infections and non-human activity,110,75,4,
"LA, Plaquemines Parish",1999-2024,22075,Human infections and non-human activity,0,0,2,
"LA, Pointe Coupee Parish",1999-2024,22077,Human infections and non-human activity,28,10,3,
"LA, Rapides Parish",1999-2024,22079,Human infections and non-human activity,114,84,14,
"LA, Red River Parish",1999-2024,22081,Human infections and non-human activity,2,2,1,
"LA, Richland Parish",1999-2024,22083,Human infections and non-human activity,9,6,0,
"LA, Sabine Parish",1999-2024,22085,Human infections and non-human activity,1,1,0,
"LA, St Bernard Parish",1999-2024,22087,Human infections and non-human activity,8,2,2,
"LA, St Charles Parish",1999-2024,22089,Human infections and non-human activity,5,2,1,
"LA, St Helena Parish",1999-2024,22091,Human infections and non-human activity,7,6,0,
"LA, St James Parish",1999-2024,22093,Human infections and non-human activity,5,4,0,
"LA, St John The Baptist Parish",1999-2024,22095,Human infections and non-human activity,5,4,0,
"LA, St Landry Parish",1999-2024,22097,Human infections and non-human activity,14,9,3,
"LA, St Martin Parish",1999-2024,22099,Human infections and non-human activity,7,4,2,
"LA, St Mary Parish",1999-2024,22101,Human infections and non-human activity,2,1,1,
"LA, St Tammany Parish",1999-2024,22103,Human infections and non-human activity,162,91,12,
"LA, Tangipahoa Parish",1999-2024,22105,Human infections and non-human activity,92,60,10,
"LA, Tensas Parish",1999-2024,22107,Human infections and non-human activity,1,0,0,
"LA, Terrebonne Parish",1999-2024,22109,Human infections and non-human activity,11,6,2,
"LA, Union Parish",1999-2024,22111,Human infections and non-human activity,6,4,1,
"LA, Vermilion Parish",1999-2024,22113,Human infections and non-human activity,3,3,1,
"LA, Vernon Parish",1999-2024,22115,Human infections and non-human activity,6,3,5,
"LA, Washington Parish",1999-2024,22117,Human infections and non-human activity,43,27,4,
"LA, Webster Parish",1999-2024,22119,Human infections and non-human activity,23,14,2,
"LA, West Baton Rouge Parish",1999-2024,22121,Human infections and non-human activity,18,9,3,
"LA, West Carroll Parish",1999-2024,22123,Human infections and non-human activity,9,6,3,
"LA, West Feliciana Parish",1999-2024,22125,Human infections and non-human activity,4,3,0,
"LA, Winn Parish",1999-2024,22127,Human infections and non-human activity,5,3,0,
"ME, Androscoggin",1999-2024,23001,Non-human activity,0,0,0,
"ME, Cumberland",1999-2024,23005,Human infections and non-human activity,6,4,0,
"ME, Hancock",1999-2024,23009,Non-human activity,0,0,0,
"ME, Kennebec",1999-2024,23011,Non-human activity,0,0,0,
"ME, Knox",1999-2024,23013,Non-human activity,0,0,0,
"ME, Lincoln",1999-2024,23015,Non-human activity,0,0,0,
"ME, Oxford",1999-2024,23017,Non-human activity,0,0,0,
"ME, Penobscot",1999-2024,23019,Non-human activity,0,0,0,
"ME, Piscataquis",1999-2024,23021,Non-human activity,0,0,0,
"ME, Sagadahoc",1999-2024,23023,Non-human activity,0,0,0,
"ME, Somerset",1999-2024,23025,Non-human activity,0,0,0,
"ME, Waldo",1999-2024,23027,Human infections and non-human activity,1,1,0,
"ME, Washington",1999-2024,23029,Non-human activity,0,0,0,
"ME, York",1999-2024,23031,Human infections and non-human activity,0,0,1,
"MD, Allegany",1999-2024,24001,Human infections and non-human activity,1,1,0,
"MD, Anne Arundel",1999-2024,24003,Human infections and non-human activity,58,41,7,
"MD, Baltimore",1999-2024,24005,Human infections and non-human activity,80,61,13,
"MD, Calvert",1999-2024,24009,Human infections and non-human activity,3,1,1,
"MD, Caroline",1999-2024,24011,Human infections and non-human activity,2,2,0,
"MD, Carroll",1999-2024,24013,Human infections and non-human activity,4,3,1,
"MD, Cecil",1999-2024,24015,Human infections and non-human activity,8,4,1,
"MD, Charles",1999-2024,24017,Human infections and non-human activity,3,1,0,
"MD, Dorchester",1999-2024,24019,Human infections and non-human activity,4,4,0,
"MD, Frederick",1999-2024,24021,Human infections and non-human activity,14,7,6,
"MD, Garrett",1999-2024,24023,Non-human activity,0,0,0,
"MD, Harford",1999-2024,24025,Human infections and non-human activity,19,12,4,
"MD, Howard",1999-2024,24027,Human infections and non-human activity,8,5,3,
"MD, Kent",1999-2024,24029,Human infections and non-human activity,2,0,1,
"MD, Montgomery",1999-2024,24031,Human infections and non-human activity,67,36,5,
"MD, Prince Georges",1999-2024,24033,Human infections and non-human activity,50,39,5,
"MD, Queen Annes",1999-2024,24035,Human infections and non-human activity,7,3,0,
"MD, St Marys",1999-2024,24037,Human infections and non-human activity,1,1,0,
"MD, Somerset",1999-2024,24039,Non-human activity,0,0,0,
"MD, Talbot",1999-2024,24041,Human infections and non-human activity,5,2,2,
"MD, Washington",1999-2024,24043,Human infections and non-human activity,11,7,0,
"MD, Wicomico",1999-2024,24045,Human infections and non-human activity,1,0,1,
"MD, Worcester",1999-2024,24047,Human infections and non-human activity,2,1,0,
"MD, Baltimore City",1999-2024,24510,Human infections and non-human activity,69,56,1,
"MA, Barnstable",1999-2024,25001,Human infections and non-human activity,8,6,1,
"MA, Berkshire",1999-2024,25003,Human infections and non-human activity,2,2,0,
"MA, Bristol",1999-2024,25005,Human infections and non-human activity,14,9,3,
"MA, Dukes",1999-2024,25007,Non-human activity,0,0,0,
"MA, Essex",1999-2024,25009,Human infections and non-human activity,20,16,1,
"MA, Franklin",1999-2024,25011,Human infections and non-human activity,2,1,0,
"MA, Hampden",1999-2024,25013,Human infections and non-human activity,12,12,0,
"MA, Hampshire",1999-2024,25015,Human infections and non-human activity,2,2,0,
"MA, Middlesex",1999-2024,25017,Human infections and non-human activity,111,83,15,
"MA, Nantucket",1999-2024,25019,Non-human activity,0,0,0,
"MA, Norfolk",1999-2024,25021,Human infections and non-human activity,17,13,2,
"MA, Plymouth",1999-2024,25023,Human infections and non-human activity,7,6,2,
"MA, Suffolk",1999-2024,25025,Human infections and non-human activity,44,38,2,
"MA, Worcester",1999-2024,25027,Human infections and non-human activity,23,16,1,
"MI, Alcona",1999-2024,26001,Non-human activity,0,0,0,
"MI, Alger",1999-2024,26003,Non-human activity,0,0,0,
"MI, Allegan",1999-2024,26005,Human infections and non-human activity,7,4,0,
"MI, Alpena",1999-2024,26007,Non-human activity,0,0,0,
"MI, Antrim",1999-2024,26009,Human infections and non-human activity,1,0,1,
"MI, Arenac",1999-2024,26011,Human infections and non-human activity,1,1,0,
"MI, Baraga",1999-2024,26013,Non-human activity,0,0,0,
"MI, Barry",1999-2024,26015,Human infections and non-human activity,6,4,0,
"MI, Bay",1999-2024,26017,Human infections and non-human activity,7,3,3,
"MI, Benzie",1999-2024,26019,Non-human activity,0,0,0,
"MI, Berrien",1999-2024,26021,Human infections and non-human activity,9,7,0,
"MI, Branch",1999-2024,26023,Human infections and non-human activity,1,1,0,
"MI, Calhoun",1999-2024,26025,Human infections and non-human activity,3,3,0,
"MI, Cass",1999-2024,26027,Human infections and non-human activity,6,5,1,
"MI, Charlevoix",1999-2024,26029,Human infections and non-human activity,0,0,1,
"MI, Cheboygan",1999-2024,26031,Non-human activity,0,0,0,
"MI, Chippewa",1999-2024,26033,Non-human activity,0,0,0,
"MI, Clare",1999-2024,26035,Human infections and non-human activity,0,0,1,
"MI, Clinton",1999-2024,26037,Human infections and non-human activity,10,8,1,
"MI, Crawford",1999-2024,26039,Non-human activity,0,0,0,
"MI, Delta",1999-2024,26041,Human infections and non-human activity,2,0,0,
"MI, Dickinson",1999-2024,26043,Non-human activity,0,0,0,
"MI, Eaton",1999-2024,26045,Human infections and non-human activity,5,5,0,
"MI, Emmet",1999-2024,26047,Human infections and non-human activity,1,1,0,
"MI, Genesee",1999-2024,26049,Human infections and non-human activity,16,14,1,
"MI, Gladwin",1999-2024,26051,Human infections and non-human activity,1,0,0,
"MI, Gogebic",1999-2024,26053,Non-human activity,0,0,0,
"MI, Grand Traverse",1999-2024,26055,Human infections and non-human activity,4,4,0,
"MI, Gratiot",1999-2024,26057,Human infections and non-human activity,1,1,1,
"MI, Hillsdale",1999-2024,26059,Human infections and non-human activity,3,3,0,
"MI, Houghton",1999-2024,26061,Non-human activity,0,0,0,
"MI, Huron",1999-2024,26063,Human infections and non-human activity,1,0,0,
"MI, Ingham",1999-2024,26065,Human infections and non-human activity,31,26,5,
"MI, Ionia",1999-2024,26067,Human infections and non-human activity,2,1,0,
"MI, Iosco",1999-2024,26069,Non-human activity,0,0,0,
"MI, Iron",1999-2024,26071,Non-human activity,0,0,0,
"MI, Isabella",1999-2024,26073,Human infections and non-human activity,4,2,2,
"MI, Jackson",1999-2024,26075,Human infections and non-human activity,6,5,2,
"MI, Kalamazoo",1999-2024,26077,Human infections and non-human activity,9,9,2,
"MI, Kalkaska",1999-2024,26079,Non-human activity,0,0,0,
"MI, Kent",1999-2024,26081,Human infections and non-human activity,167,138,18,
"MI, Keweenaw",1999-2024,26083,Human infections and non-human activity,1,1,0,
"MI, Lake",1999-2024,26085,Non-human activity,0,0,0,
"MI, Lapeer",1999-2024,26087,Human infections and non-human activity,5,4,1,
"MI, Leelanau",1999-2024,26089,Human infections and non-human activity,1,1,0,
"MI, Lenawee",1999-2024,26091,Human infections and non-human activity,9,8,1,
"MI, Livingston",1999-2024,26093,Human infections and non-human activity,3,3,2,
"MI, Luce",1999-2024,26095,Non-human activity,0,0,0,
"MI, Mackinac",1999-2024,26097,Non-human activity,0,0,0,
"MI, Macomb",1999-2024,26099,Human infections and non-human activity,224,186,9,
"MI, Manistee",1999-2024,26101,Non-human activity,0,0,0,
"MI, Marquette",1999-2024,26103,Human infections and non-human activity,2,1,0,
"MI, Mason",1999-2024,26105,Human infections and non-human activity,1,0,1,
"MI, Mecosta",1999-2024,26107,Non-human activity,0,0,0,
"MI, Menominee",1999-2024,26109,Human infections and non-human activity,1,1,0,
"MI, Midland",1999-2024,26111,Human infections and non-human activity,1,1,0,
"MI, Missaukee",1999-2024,26113,Non-human activity,0,0,0,
"MI, Monroe",1999-2024,26115,Human infections and non-human activity,14,8,6,
"MI, Montcalm",1999-2024,26117,Human infections and non-human activity,3,2,0,
"MI, Montmorency",1999-2024,26119,Non-human activity,0,0,0,
"MI, Muskegon",1999-2024,26121,Human infections and non-human activity,6,5,0,
"MI, Newaygo",1999-2024,26123,Human infections and non-human activity,3,3,0,
"MI, Oakland",1999-2024,26125,Human infections and non-human activity,316,267,19,
"MI, Oceana",1999-2024,26127,Non-human activity,0,0,0,
"MI, Ogemaw",1999-2024,26129,Human infections and non-human activity,1,1,0,
"MI, Ontonagon",1999-2024,26131,Human infections and non-human activity,1,1,0,
"MI, Osceola",1999-2024,26133,Non-human activity,0,0,0,
"MI, Oscoda",1999-2024,26135,Human infections and non-human activity,1,1,0,
"MI, Otsego",1999-2024,26137,Human infections and non-human activity,1,1,0,
"MI, Ottawa",1999-2024,26139,Human infections and non-human activity,23,17,3,
"MI, Presque Isle",1999-2024,26141,Human infections and non-human activity,1,1,0,
"MI, Roscommon",1999-2024,26143,Non-human activity,0,0,0,
"MI, Saginaw",1999-2024,26145,Human infections and non-human activity,3,2,0,
"MI, St Clair",1999-2024,26147,Human infections and non-human activity,10,10,1,
"MI, St Joseph",1999-2024,26149,Human infections and non-human activity,7,3,0,
"MI, Sanilac",1999-2024,26151,Human infections and non-human activity,3,3,2,
"MI, Schoolcraft",1999-2024,26153,Non-human activity,0,0,0,
"MI, Shiawassee",1999-2024,26155,Human infections and non-human activity,2,2,0,
"MI, Tuscola",1999-2024,26157,Human infections and non-human activity,3,3,0,
"MI, Van Buren",1999-2024,26159,Human infections and non-human activity,5,5,0,
"MI, Washtenaw",1999-2024,26161,Human infections and non-human activity,15,8,3,
"MI, Wayne",1999-2024,26163,Human infections and non-human activity,494,444,34,
"MI, Wexford",1999-2024,26165,Human infections and non-human activity,1,1,0,
"MN, Aitkin",1999-2024,27001,Non-human activity,0,0,0,
"MN, Anoka",1999-2024,27003,Human infections and non-human activity,29,23,5,
"MN, Becker",1999-2024,27005,Human infections and non-human activity,18,4,0,
"MN, Beltrami",1999-2024,27007,Human infections and non-human activity,4,3,0,
"MN, Benton",1999-2024,27009,Human infections and non-human activity,2,2,1,
"MN, Big Stone",1999-2024,27011,Human infections and non-human activity,22,6,8,
"MN, Blue Earth",1999-2024,27013,Human infections and non-human activity,17,6,3,
"MN, Brown",1999-2024,27015,Human infections and non-human activity,12,3,4,
"MN, Carlton",1999-2024,27017,Non-human activity,0,0,0,
"MN, Carver",1999-2024,27019,Human infections and non-human activity,14,6,4,
"MN, Cass",1999-2024,27021,Human infections and non-human activity,5,2,0,
"MN, Chippewa",1999-2024,27023,Human infections and non-human activity,13,6,1,
"MN, Chisago",1999-2024,27025,Human infections and non-human activity,4,3,2,
"MN, Clay",1999-2024,27027,Human infections and non-human activity,62,22,12,
"MN, Clearwater",1999-2024,27029,Non-human activity,0,0,0,
"MN, Cook",1999-2024,27031,Non-human activity,0,0,0,
"MN, Cottonwood",1999-2024,27033,Human infections and non-human activity,15,7,3,
"MN, Crow Wing",1999-2024,27035,Human infections and non-human activity,3,2,2,
"MN, Dakota",1999-2024,27037,Human infections and non-human activity,38,24,15,
"MN, Dodge",1999-2024,27039,Human infections and non-human activity,2,1,2,
"MN, Douglas",1999-2024,27041,Human infections and non-human activity,11,3,3,
"MN, Faribault",1999-2024,27043,Human infections and non-human activity,4,3,3,
"MN, Fillmore",1999-2024,27045,Human infections and non-human activity,2,2,0,
"MN, Freeborn",1999-2024,27047,Human infections and non-human activity,2,2,1,
"MN, Goodhue",1999-2024,27049,Human infections and non-human activity,2,2,0,
"MN, Grant",1999-2024,27051,Human infections and non-human activity,8,2,1,
"MN, Hennepin",1999-2024,27053,Human infections and non-human activity,99,59,31,
"MN, Houston",1999-2024,27055,Human infections and non-human activity,1,1,2,
"MN, Hubbard",1999-2024,27057,Human infections and non-human activity,3,2,2,
"MN, Isanti",1999-2024,27059,Human infections and non-human activity,6,1,0,
"MN, Itasca",1999-2024,27061,Human infections and non-human activity,4,3,3,
"MN, Jackson",1999-2024,27063,Human infections and non-human activity,6,5,3,
